Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,Time,Cancel,
MNQ MAR24,Sell,Limit,1,16945.75,16945.75,Cancelled,0,0,1,K.Chan Offset 3 C,,089cfbde-210f-4659-bce1-2d192f6550bc193491862,12/21/2023 9:32:01 AM,,
MNQ MAR24,Sell,Stop Market,1,16944.50,16944.50,Cancelled,0,0,1,Stop Loss Keltner channel B,,f412bfb1-eff6-4887-b4eb-92018154df9b1774610112,12/21/2023 9:32:01 AM,,
MNQ MAR24,Sell,Stop Market,1,16944.50,16944.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,6014cc3e-dadc-497c-bb02-b3bf68ea8cd2230374777,12/21/2023 9:32:01 AM,,
MNQ MAR24,Sell,Limit,1,16945.75,16945.75,Filled,1,16945.75,0,K.Chan Offset 2 B,,f412bfb1-eff6-4887-b4eb-92018154df9b1774610112,12/21/2023 9:32:01 AM,,
MNQ MAR24,Sell,Limit,1,16945.00,16945.00,Filled,1,16945.25,0,K.Chan Offset 1 A,,6014cc3e-dadc-497c-bb02-b3bf68ea8cd2230374777,12/21/2023 9:32:01 AM,,
MNQ MAR24,Buy,Market,1,16943.75,16943.75,Filled,1,16944.75,0,Buy Market Entry C,,,12/21/2023 9:32:01 AM,,
MNQ MAR24,Buy,Market,1,16943.75,16943.75,Filled,1,16944.75,0,Buy Market Entry B,,,12/21/2023 9:32:01 AM,,
MNQ MAR24,Buy,Market,1,16943.75,16943.75,Filled,1,16944.25,0,Buy Market Entry A,,,12/21/2023 9:32:01 AM,,
MNQ MAR24,Sell,Stop Market,1,16950.75,16950.75,Cancelled,0,0,1,Stop Loss Keltner channel C,,1feb6237-d7c0-4e81-9a71-901ad7c0581d1085653153,12/21/2023 9:31:56 AM,,
MNQ MAR24,Sell,Stop Market,1,16950.75,16950.75,Cancelled,0,0,1,Stop Loss Keltner channel B,,9d279699-e68b-4d15-a33f-d0b83e40524c1454277528,12/21/2023 9:31:56 AM,,
MNQ MAR24,Sell,Limit,1,16952.25,16952.25,Filled,1,16952.25,0,K.Chan Offset 3 C,,1feb6237-d7c0-4e81-9a71-901ad7c0581d1085653153,12/21/2023 9:31:56 AM,,
MNQ MAR24,Sell,Limit,1,16951.75,16951.75,Filled,1,16952.25,0,K.Chan Offset 2 B,,9d279699-e68b-4d15-a33f-d0b83e40524c1454277528,12/21/2023 9:31:56 AM,,
MNQ MAR24,Sell,Stop Market,1,16949.50,16949.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,ea150aa3-335b-4001-a361-16a70e3db847278151404,12/21/2023 9:31:56 AM,,
MNQ MAR24,Sell,Limit,1,16951.00,16951.00,Filled,1,16951.25,0,K.Chan Offset 1 A,,ea150aa3-335b-4001-a361-16a70e3db847278151404,12/21/2023 9:31:56 AM,,
MNQ MAR24,Buy,Market,1,16949.75,16949.75,Filled,1,16949,0,Buy Market Entry C,,,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy,Market,1,16949.75,16949.75,Filled,1,16949.25,0,Buy Market Entry B,,,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy,Market,1,16949.75,16949.75,Filled,1,16949.25,0,Buy Market Entry A,,,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16950.25,16950.25,Cancelled,0,0,1,Stop Loss Keltner channel C,,4b18573c-5f6e-4fdc-a051-3dd6497999232120847443,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.25,16949.25,Filled,1,16949.25,0,K.Chan Offset 3 C,,4b18573c-5f6e-4fdc-a051-3dd6497999232120847443,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16950.25,16950.75,Cancelled,0,0,1,Stop Loss Keltner channel B,,780a7d53-3352-47e6-b282-d67008ff46b01054443336,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.75,16949.75,Filled,1,16949.75,0,K.Chan Offset 2 B,,780a7d53-3352-47e6-b282-d67008ff46b01054443336,12/21/2023 9:31:55 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16950.25,16950.75,Cancelled,0,0,1,Stop Loss Keltner channel A,,aaa54d0c-8b24-46ad-964e-0e07fb58e50e939977462,12/21/2023 9:31:54 AM,,
MNQ MAR24,Buy to cover,Limit,1,16950.00,16950.00,Filled,1,16950,0,K.Chan Offset 1 A,,aaa54d0c-8b24-46ad-964e-0e07fb58e50e939977462,12/21/2023 9:31:54 AM,,
MNQ MAR24,Sell short,Market,1,16949.75,16949.75,Filled,1,16950.5,0,Sell Market Entry C,,,12/21/2023 9:31:51 AM,,
MNQ MAR24,Sell short,Market,1,16949.75,16949.75,Filled,1,16950.5,0,Sell Market Entry B,,,12/21/2023 9:31:51 AM,,
MNQ MAR24,Sell short,Market,1,16949.75,16949.75,Filled,1,16950.5,0,Sell Market Entry A,,,12/21/2023 9:31:51 AM,,
MNQ MAR24,Sell,Limit,1,16949.25,16949.25,Cancelled,0,0,1,K.Chan Offset 3 C,,e82f7e03-2d04-47a2-a911-3258baf43da11838354820,12/21/2023 9:31:48 AM,,
MNQ MAR24,Sell,Limit,1,16948.75,16948.75,Cancelled,0,0,1,K.Chan Offset 2 B,,7fc618c5-1c1f-4b27-8927-7b78d3294ad831465559,12/21/2023 9:31:48 AM,,
MNQ MAR24,Sell,Stop Market,1,16947.75,16947.75,Filled,1,16947.5,0,Stop Loss Keltner channel C,,e82f7e03-2d04-47a2-a911-3258baf43da11838354820,12/21/2023 9:31:48 AM,,
MNQ MAR24,Sell,Stop Market,1,16947.75,16947.75,Cancelled,0,0,1,Stop Loss Keltner channel A,,ce3173f3-a8e7-410c-9247-4a2fca15a11d318473783,12/21/2023 9:31:48 AM,,
MNQ MAR24,Sell,Stop Market,1,16947.75,16947.75,Filled,1,16947.5,0,Stop Loss Keltner channel B,,7fc618c5-1c1f-4b27-8927-7b78d3294ad831465559,12/21/2023 9:31:48 AM,,
MNQ MAR24,Sell,Limit,1,16948.25,16948.25,Filled,1,16948.25,0,K.Chan Offset 1 A,,ce3173f3-a8e7-410c-9247-4a2fca15a11d318473783,12/21/2023 9:31:48 AM,,
MNQ MAR24,Buy,Market,1,16947.25,16947.25,Filled,1,16947.5,0,Buy Market Entry C,,,12/21/2023 9:31:47 AM,,
MNQ MAR24,Buy,Market,1,16947.25,16947.25,Filled,1,16947.5,0,Buy Market Entry B,,,12/21/2023 9:31:47 AM,,
MNQ MAR24,Buy,Market,1,16947.25,16947.25,Filled,1,16947.5,0,Buy Market Entry A,,,12/21/2023 9:31:47 AM,,
MNQ MAR24,Buy to cover,Limit,1,16952.75,16952.75,Cancelled,0,0,1,K.Chan Offset 2 B,,212ca3fc-89b5-44c4-9c26-7610abdcbd47991153706,12/21/2023 9:31:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16952.25,16952.25,Cancelled,0,0,1,K.Chan Offset 3 C,,bb2d104d-8509-4d65-8f12-9752b9d55349635479368,12/21/2023 9:31:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16953.25,16953.25,Cancelled,0,0,1,K.Chan Offset 1 A,,a3b366aa-1866-46bc-a7ab-c72e371381c453812464,12/21/2023 9:31:25 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16953.50,16956.75,Filled,1,16956.75,0,Stop Loss Keltner channel C,,bb2d104d-8509-4d65-8f12-9752b9d55349635479368,12/21/2023 9:31:25 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16953.50,16956.75,Filled,1,16956.75,0,Stop Loss Keltner channel B,,212ca3fc-89b5-44c4-9c26-7610abdcbd47991153706,12/21/2023 9:31:25 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16953.50,16956.75,Filled,1,16956.75,0,Stop Loss Keltner channel A,,a3b366aa-1866-46bc-a7ab-c72e371381c453812464,12/21/2023 9:31:25 AM,,
MNQ MAR24,Sell short,Market,1,16953.25,16953.25,Filled,1,16954.25,0,Sell Market Entry C,,,12/21/2023 9:31:23 AM,,
MNQ MAR24,Sell short,Market,1,16953.25,16953.25,Filled,1,16954.25,0,Sell Market Entry B,,,12/21/2023 9:31:23 AM,,
MNQ MAR24,Sell short,Market,1,16953.25,16953.25,Filled,1,16954.25,0,Sell Market Entry A,,,12/21/2023 9:31:23 AM,,
MNQ MAR24,Sell,Limit,1,16952.50,16952.50,Cancelled,0,0,1,K.Chan Offset 3 C,,28f07410-4d2a-481c-b88c-b2a6f0bc1bbd62382295,12/21/2023 9:31:20 AM,,
MNQ MAR24,Sell,Limit,1,16952.00,16952.00,Cancelled,0,0,1,K.Chan Offset 2 B,,418bc4af-c114-43b6-a64f-480d23f6ef78777323601,12/21/2023 9:31:20 AM,,
MNQ MAR24,Sell,Limit,1,16951.50,16951.50,Cancelled,0,0,1,K.Chan Offset 1 A,,f9a4b3cc-0261-40fe-ab41-9e267d98c36e1519119984,12/21/2023 9:31:20 AM,,
MNQ MAR24,Sell,Stop Market,1,16950.00,16950.00,Filled,1,16949.75,0,Stop Loss Keltner channel C,,28f07410-4d2a-481c-b88c-b2a6f0bc1bbd62382295,12/21/2023 9:31:20 AM,,
MNQ MAR24,Sell,Stop Market,1,16950.00,16950.00,Filled,1,16949.75,0,Stop Loss Keltner channel B,,418bc4af-c114-43b6-a64f-480d23f6ef78777323601,12/21/2023 9:31:20 AM,,
MNQ MAR24,Sell,Stop Market,1,16950.00,16950.00,Filled,1,16950,0,Stop Loss Keltner channel A,,f9a4b3cc-0261-40fe-ab41-9e267d98c36e1519119984,12/21/2023 9:31:19 AM,,
MNQ MAR24,Buy,Market,1,16950.25,16950.25,Filled,1,16950.25,0,Buy Market Entry C,,,12/21/2023 9:31:19 AM,,
MNQ MAR24,Buy,Market,1,16950.25,16950.25,Filled,1,16950.25,0,Buy Market Entry B,,,12/21/2023 9:31:19 AM,,
MNQ MAR24,Buy,Market,1,16950.25,16950.25,Filled,1,16950.25,0,Buy Market Entry A,,,12/21/2023 9:31:19 AM,,
MNQ MAR24,Sell,Limit,1,16953.25,16953.25,Cancelled,0,0,1,K.Chan Offset 3 C,,483fc715-9fc0-45b3-a0e6-cf5c74fb04ed931109994,12/21/2023 9:31:18 AM,,
MNQ MAR24,Sell,Limit,1,16952.75,16952.75,Cancelled,0,0,1,K.Chan Offset 2 B,,951a432c-aeef-4c05-895c-2ab5bbdaeda6725389314,12/21/2023 9:31:18 AM,,
MNQ MAR24,Sell,Stop Market,1,16951.25,16951.25,Filled,1,16951.25,0,Stop Loss Keltner channel C,,483fc715-9fc0-45b3-a0e6-cf5c74fb04ed931109994,12/21/2023 9:31:18 AM,,
MNQ MAR24,Sell,Stop Market,1,16951.25,16951.25,Filled,1,16951.25,0,Stop Loss Keltner channel B,,951a432c-aeef-4c05-895c-2ab5bbdaeda6725389314,12/21/2023 9:31:18 AM,,
MNQ MAR24,Sell,Stop Market,1,16951.25,16951.25,Cancelled,0,0,1,Stop Loss Keltner channel A,,3dd79f12-a037-4db2-b19b-855bb70d7d581078984746,12/21/2023 9:31:18 AM,,
MNQ MAR24,Sell,Limit,1,16952.25,16952.25,Filled,1,16952.25,0,K.Chan Offset 1 A,,3dd79f12-a037-4db2-b19b-855bb70d7d581078984746,12/21/2023 9:31:18 AM,,
MNQ MAR24,Buy,Market,1,16950.75,16950.75,Filled,1,16950.25,0,Buy Market Entry C,,,12/21/2023 9:31:17 AM,,
MNQ MAR24,Buy,Market,1,16950.75,16950.75,Filled,1,16949.75,0,Buy Market Entry B,,,12/21/2023 9:31:17 AM,,
MNQ MAR24,Buy,Market,1,16950.75,16950.75,Filled,1,16949.75,0,Buy Market Entry A,,,12/21/2023 9:31:17 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.50,16951.50,Cancelled,0,0,1,Stop Loss Keltner channel C,,7705a212-0189-497b-99c3-390dd6660e4a2134280995,12/21/2023 9:31:17 AM,,
MNQ MAR24,Buy to cover,Limit,1,16950.50,16950.50,Filled,1,16950.5,0,K.Chan Offset 3 C,,7705a212-0189-497b-99c3-390dd6660e4a2134280995,12/21/2023 9:31:17 AM,,
MNQ MAR24,Buy to cover,Market,1,0,0,Filled,1,16951.25,0,Stop Loss Keltner channel B,,,12/21/2023 9:31:16 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16952.75,16952.75,Cancelled,0,0,1,Stop Loss Keltner channel B,,18b4474d-a003-4cab-95b0-104f2c17eaf11125449303,12/21/2023 9:31:16 AM,,
MNQ MAR24,Buy to cover,Limit,1,16950.75,16950.75,Cancelled,0,0,1,K.Chan Offset 2 B,,18b4474d-a003-4cab-95b0-104f2c17eaf11125449303,12/21/2023 9:31:16 AM,,
MNQ MAR24,Buy to cover,Limit,1,16951.25,16951.25,Cancelled,0,0,1,K.Chan Offset 1 A,,9cb33b03-f9f5-442b-a872-5c80568f6e741886880909,12/21/2023 9:31:16 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16952.75,16952.75,Filled,1,16953,0,Stop Loss Keltner channel A,,9cb33b03-f9f5-442b-a872-5c80568f6e741886880909,12/21/2023 9:31:16 AM,,
MNQ MAR24,Sell short,Market,1,16952.75,16952.75,Filled,1,16952,0,Sell Market Entry C,,,12/21/2023 9:31:16 AM,,
MNQ MAR24,Sell short,Market,1,16952.75,16952.75,Filled,1,16952,0,Sell Market Entry B,,,12/21/2023 9:31:16 AM,,
MNQ MAR24,Sell short,Market,1,16952.75,16952.75,Filled,1,16952,0,Sell Market Entry A,,,12/21/2023 9:31:16 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.25,16949.25,Cancelled,0,0,1,K.Chan Offset 3 C,,c9209e86-e663-4ecf-8a76-dac3a99970802083257547,12/21/2023 9:31:14 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.75,16949.75,Cancelled,0,0,1,K.Chan Offset 2 B,,3e96de11-a045-4395-8b95-f42eb6b9a1eb172059386,12/21/2023 9:31:14 AM,,
MNQ MAR24,Buy to cover,Limit,1,16950.25,16950.25,Cancelled,0,0,1,K.Chan Offset 1 A,,47c9adc9-cfec-445b-a1bc-f1e14114fd191555011463,12/21/2023 9:31:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951,0,Stop Loss Keltner channel C,,c9209e86-e663-4ecf-8a76-dac3a99970802083257547,12/21/2023 9:31:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951.25,0,Stop Loss Keltner channel B,,3e96de11-a045-4395-8b95-f42eb6b9a1eb172059386,12/21/2023 9:31:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951.25,0,Stop Loss Keltner channel A,,47c9adc9-cfec-445b-a1bc-f1e14114fd191555011463,12/21/2023 9:31:14 AM,,
MNQ MAR24,Sell short,Market,1,16951.25,16951.25,Filled,1,16951.5,0,Sell Market Entry C,,,12/21/2023 9:31:13 AM,,
MNQ MAR24,Sell short,Market,1,16951.25,16951.25,Filled,1,16951.5,0,Sell Market Entry B,,,12/21/2023 9:31:13 AM,,
MNQ MAR24,Sell short,Market,1,16951.25,16951.25,Filled,1,16951.5,0,Sell Market Entry A,,,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Limit,1,16948.75,16948.75,Cancelled,0,0,1,K.Chan Offset 3 C,,01e626fe-cd12-4ec6-9866-d8a5d532f2a6610074642,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.25,16949.25,Cancelled,0,0,1,K.Chan Offset 2 B,,9995938a-9cc9-443d-b8b9-fde1ffc21de31439351898,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.75,16949.75,Cancelled,0,0,1,K.Chan Offset 1 A,,6c8ae0c4-70d4-4a8b-a1a6-75e45a55a37a696633839,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951.75,0,Stop Loss Keltner channel C,,01e626fe-cd12-4ec6-9866-d8a5d532f2a6610074642,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951.75,0,Stop Loss Keltner channel B,,9995938a-9cc9-443d-b8b9-fde1ffc21de31439351898,12/21/2023 9:31:13 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.25,16951.25,Filled,1,16951.75,0,Stop Loss Keltner channel A,,6c8ae0c4-70d4-4a8b-a1a6-75e45a55a37a696633839,12/21/2023 9:31:13 AM,,
MNQ MAR24,Sell short,Market,1,16950.75,16950.75,Filled,1,16951.25,0,Sell Market Entry C,,,12/21/2023 9:31:12 AM,,
MNQ MAR24,Sell short,Market,1,16950.75,16950.75,Filled,1,16951.25,0,Sell Market Entry B,,,12/21/2023 9:31:12 AM,,
MNQ MAR24,Sell short,Market,1,16950.75,16950.75,Filled,1,16951.25,0,Sell Market Entry A,,,12/21/2023 9:31:12 AM,,
MNQ MAR24,Buy to cover,Limit,1,16934.00,16934.00,Cancelled,0,0,1,K.Chan Offset 3 C,,fe39d5a5-6615-4ed8-bde8-9e245e1c232d2066947146,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Limit,1,16934.50,16934.50,Cancelled,0,0,1,K.Chan Offset 2 B,,0703dcff-4024-4f7a-a53c-53b9f9f4e5821149717480,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16936.25,16938.00,Filled,1,16938,0,Stop Loss Keltner channel C,,fe39d5a5-6615-4ed8-bde8-9e245e1c232d2066947146,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16936.25,16938.00,Filled,1,16938,0,Stop Loss Keltner channel B,,0703dcff-4024-4f7a-a53c-53b9f9f4e5821149717480,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Market,1,0,0,Filled,1,16937.25,0,Stop Loss Keltner channel A,,,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Limit,1,16934.50,16934.50,Cancelled,0,0,1,K.Chan Offset 1 A,,73090141-1b9c-48b1-9cc9-2366814d40222123219049,12/21/2023 9:30:30 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16936.25,16938.00,Cancelled,0,0,1,Stop Loss Keltner channel A,,73090141-1b9c-48b1-9cc9-2366814d40222123219049,12/21/2023 9:30:30 AM,,
MNQ MAR24,Sell short,Market,1,16935.75,16935.75,Filled,1,16935.5,0,Sell Market Entry C,,,12/21/2023 9:30:30 AM,,
MNQ MAR24,Sell short,Market,1,16935.75,16935.75,Filled,1,16935.5,0,Sell Market Entry B,,,12/21/2023 9:30:30 AM,,
MNQ MAR24,Sell short,Market,1,16935.75,16935.75,Filled,1,16935.5,0,Sell Market Entry A,,,12/21/2023 9:30:29 AM,,
MNQ MAR24,Buy to cover,Limit,1,16926.75,16926.75,Cancelled,0,0,1,K.Chan Offset 3 C,,e0de2306-14ee-4bfa-9c4c-57449b7ec09e1808804851,12/21/2023 9:30:27 AM,,
MNQ MAR24,Buy to cover,Limit,1,16927.25,16927.25,Cancelled,0,0,1,K.Chan Offset 2 B,,04b5618e-31d1-41b0-ae07-079ed6780bd8627062870,12/21/2023 9:30:27 AM,,
MNQ MAR24,Buy to cover,Limit,1,16927.75,16927.75,Cancelled,0,0,1,K.Chan Offset 1 A,,6b7ead58-1a36-4cb7-9b5e-8eb1d8bdb0071883227013,12/21/2023 9:30:27 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.00,16929.50,Filled,1,16929,0,Stop Loss Keltner channel C,,e0de2306-14ee-4bfa-9c4c-57449b7ec09e1808804851,12/21/2023 9:30:27 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.00,16929.50,Filled,1,16929,0,Stop Loss Keltner channel B,,04b5618e-31d1-41b0-ae07-079ed6780bd8627062870,12/21/2023 9:30:27 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.00,16929.50,Filled,1,16929,0,Stop Loss Keltner channel A,,6b7ead58-1a36-4cb7-9b5e-8eb1d8bdb0071883227013,12/21/2023 9:30:27 AM,,
MNQ MAR24,Sell short,Market,1,16927.25,16927.25,Filled,1,16928.25,0,Sell Market Entry C,,,12/21/2023 9:30:26 AM,,
MNQ MAR24,Sell short,Market,1,16927.25,16927.25,Filled,1,16928.25,0,Sell Market Entry B,,,12/21/2023 9:30:26 AM,,
MNQ MAR24,Sell short,Market,1,16927.25,16927.25,Filled,1,16928.25,0,Sell Market Entry A,,,12/21/2023 9:30:26 AM,,
MNQ MAR24,Buy to cover,Limit,1,16923.25,16923.25,Cancelled,0,0,1,K.Chan Offset 3 C,,47ea3fdf-1153-437d-a7c5-be879d1946271016881681,12/21/2023 9:30:25 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16926.00,16926.00,Filled,1,16926,0,Stop Loss Keltner channel C,,47ea3fdf-1153-437d-a7c5-be879d1946271016881681,12/21/2023 9:30:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16923.50,16923.50,Cancelled,0,0,1,K.Chan Offset 2 B,,12ce62d7-2dee-4c92-af6d-148692ae50a61028174831,12/21/2023 9:30:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16924.00,16924.00,Cancelled,0,0,1,K.Chan Offset 1 A,,e8d0c0a7-9c52-4491-8293-9f3e069e2e10593481028,12/21/2023 9:30:24 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16925.50,16925.50,Filled,1,16925.5,0,Stop Loss Keltner channel B,,12ce62d7-2dee-4c92-af6d-148692ae50a61028174831,12/21/2023 9:30:24 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16925.50,16925.50,Filled,1,16925.5,0,Stop Loss Keltner channel A,,e8d0c0a7-9c52-4491-8293-9f3e069e2e10593481028,12/21/2023 9:30:24 AM,,
MNQ MAR24,Sell short,Market,1,16924.75,16924.75,Filled,1,16924.25,0,Sell Market Entry C,,,12/21/2023 9:30:24 AM,,
MNQ MAR24,Sell short,Market,1,16924.75,16924.75,Filled,1,16924.25,0,Sell Market Entry B,,,12/21/2023 9:30:24 AM,,
MNQ MAR24,Sell short,Market,1,16924.75,16924.75,Filled,1,16924.75,0,Sell Market Entry A,,,12/21/2023 9:30:24 AM,,
MNQ MAR24,Buy to cover,Limit,1,16921.50,16921.50,Cancelled,0,0,1,K.Chan Offset 3 C,,e69dceb9-5f3a-4dd6-a2c2-33b49a44eee01312172406,12/21/2023 9:30:23 AM,,
MNQ MAR24,Buy to cover,Limit,1,16922.00,16922.00,Cancelled,0,0,1,K.Chan Offset 2 B,,98f672c4-9290-46bd-b3d9-218d5f8b8c171220138062,12/21/2023 9:30:23 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16923.50,16925.25,Filled,1,16925.25,0,Stop Loss Keltner channel C,,e69dceb9-5f3a-4dd6-a2c2-33b49a44eee01312172406,12/21/2023 9:30:22 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16923.50,16925.25,Filled,1,16925.25,0,Stop Loss Keltner channel B,,98f672c4-9290-46bd-b3d9-218d5f8b8c171220138062,12/21/2023 9:30:22 AM,,
MNQ MAR24,Buy to cover,Limit,1,16922.00,16922.00,Cancelled,0,0,1,K.Chan Offset 1 A,,7052dd11-5bc4-4055-8759-0189aefe5e60628622276,12/21/2023 9:30:22 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16923.25,16925.00,Filled,1,16925,0,Stop Loss Keltner channel A,,7052dd11-5bc4-4055-8759-0189aefe5e60628622276,12/21/2023 9:30:21 AM,,
MNQ MAR24,Sell short,Market,1,16922.25,16922.25,Filled,1,16922.75,0,Sell Market Entry C,,,12/21/2023 9:30:20 AM,,
MNQ MAR24,Sell short,Market,1,16922.25,16922.25,Filled,1,16922.75,0,Sell Market Entry B,,,12/21/2023 9:30:20 AM,,
MNQ MAR24,Sell short,Market,1,16922.25,16922.25,Filled,1,16922.5,0,Sell Market Entry A,,,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Limit,1,16919.50,16919.50,Cancelled,0,0,1,K.Chan Offset 3 C,,eb06147f-e1d3-4f57-aa82-d5f684a610021405292505,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Limit,1,16920.00,16920.00,Cancelled,0,0,1,K.Chan Offset 2 B,,03b56882-078e-45fd-b997-b68f81b5de87476256987,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Limit,1,16920.50,16920.50,Cancelled,0,0,1,K.Chan Offset 1 A,,d444b6b4-ffbb-4910-9f6a-b512429b66571076726556,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.75,16921.75,Filled,1,16921.75,0,Stop Loss Keltner channel C,,eb06147f-e1d3-4f57-aa82-d5f684a610021405292505,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.75,16921.75,Filled,1,16921.75,0,Stop Loss Keltner channel B,,03b56882-078e-45fd-b997-b68f81b5de87476256987,12/21/2023 9:30:20 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.75,16921.75,Filled,1,16921.75,0,Stop Loss Keltner channel A,,d444b6b4-ffbb-4910-9f6a-b512429b66571076726556,12/21/2023 9:30:20 AM,,
MNQ MAR24,Sell short,Market,1,16921.75,16921.75,Filled,1,16921.25,0,Sell Market Entry C,,,12/21/2023 9:30:19 AM,,
MNQ MAR24,Sell short,Market,1,16921.75,16921.75,Filled,1,16921,0,Sell Market Entry B,,,12/21/2023 9:30:19 AM,,
MNQ MAR24,Sell short,Market,1,16921.75,16921.75,Filled,1,16921,0,Sell Market Entry A,,,12/21/2023 9:30:19 AM,,
MNQ MAR24,Buy to cover,Limit,1,16915.50,16915.50,Cancelled,0,0,1,K.Chan Offset 3 C,,54fe756a-2617-4c00-8ab5-491c87ba147710618097,12/21/2023 9:30:17 AM,,
MNQ MAR24,Buy to cover,Limit,1,16916.00,16916.00,Cancelled,0,0,1,K.Chan Offset 2 B,,339e0ea3-f10c-4dca-b943-c27d7890d0fd1133236711,12/21/2023 9:30:17 AM,,
MNQ MAR24,Buy to cover,Limit,1,16916.25,16916.25,Cancelled,0,0,1,K.Chan Offset 1 A,,ab68bb12-a84a-40cc-b372-f57913cb761f732302050,12/21/2023 9:30:17 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16918.25,16918.25,Filled,1,16919.25,0,Stop Loss Keltner channel C,,54fe756a-2617-4c00-8ab5-491c87ba147710618097,12/21/2023 9:30:17 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16918.25,16918.25,Filled,1,16919.25,0,Stop Loss Keltner channel B,,339e0ea3-f10c-4dca-b943-c27d7890d0fd1133236711,12/21/2023 9:30:17 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16918.25,16918.25,Filled,1,16919.25,0,Stop Loss Keltner channel A,,ab68bb12-a84a-40cc-b372-f57913cb761f732302050,12/21/2023 9:30:17 AM,,
MNQ MAR24,Sell short,Market,1,16918.25,16918.25,Filled,1,16917.25,0,Sell Market Entry C,,,12/21/2023 9:30:17 AM,,
MNQ MAR24,Sell short,Market,1,16918.25,16918.25,Filled,1,16917.25,0,Sell Market Entry B,,,12/21/2023 9:30:17 AM,,
MNQ MAR24,Sell short,Market,1,16918.25,16918.25,Filled,1,16916.75,0,Sell Market Entry A,,,12/21/2023 9:30:17 AM,,
MNQ MAR24,Sell,Stop Market,1,16916.75,16916.75,Cancelled,0,0,1,Stop Loss Keltner channel C,,04a53442-cf7e-48c7-a597-8a2a6dce1ea7964525603,12/21/2023 9:30:16 AM,,
